glycan_mass,project_name,file_name,spectrum_id,ipc_index
2937,PXD026629,20180904YLJ-VSV4h-02.ipc,70792,12113
2889,PXD026629,20180904YLJ-VSV4h-02.ipc,32092,3290
2889,PXD026629,20180904YLJ-VSV4h-02.ipc,52987,7858
2889,PXD026629,20180904YLJ-VSV0h-03.ipc,52740,7320
2889,PXD026629,20180831YLJ-H6h-01.ipc,31078,2697
2889,PXD026629,20180831YLJ-H6h-01.ipc,53727,7497
1704,PXD026629,20180904YLJ-VSV4h-02.ipc,33090,3530
1704,PXD026629,20180904YLJ-VSV4h-02.ipc,36579,4283
1704,PXD026629,20180904YLJ-VSV4h-02.ipc,46341,6430
1704,PXD026629,20180904YLJ-VSV4h-02.ipc,51301,7523
1704,PXD026629,20180904YLJ-VSV4h-02.ipc,51315,7527
2022,PXD026629,20180904YLJ-VSV4h-02.ipc,33957,3697
2022,PXD026629,20180904YLJ-VSV4h-02.ipc,34741,3861
2022,PXD026629,20180904YLJ-VSV4h-02.ipc,34805,3875
2022,PXD026629,20180904YLJ-VSV4h-02.ipc,45558,6284
2022,PXD026629,20180904YLJ-VSV4h-02.ipc,45636,6304
2670,PXD026629,20180904YLJ-VSV4h-02.ipc,34209,3751
2670,PXD026629,20180904YLJ-VSV4h-02.ipc,49944,7185
2670,PXD026629,20180904YLJ-VSV4h-02.ipc,58233,9743
2670,PXD026629,20180904YLJ-VSV4h-02.ipc,58362,9790
2670,PXD026629,20180904YLJ-VSV4h-02.ipc,58367,9792
1940,PXD026629,20180904YLJ-VSV4h-02.ipc,34971,3914
1940,PXD026629,20180904YLJ-VSV4h-02.ipc,58079,9689
1940,PXD026629,20180904YLJ-VSV4h-02.ipc,58413,9806
1940,PXD026629,20180904YLJ-VSV4h-02.ipc,58481,9828
1940,PXD026629,20180904YLJ-VSV4h-02.ipc,58521,9835
1842,PXD026629,20180904YLJ-VSV4h-02.ipc,35456,4019
1842,PXD026629,20180904YLJ-VSV4h-02.ipc,44713,6137
1842,PXD026629,20180904YLJ-VSV4h-02.ipc,46439,6457
1842,PXD026629,20180904YLJ-VSV4h-02.ipc,49900,7175
1842,PXD026629,20180904YLJ-VSV4h-02.ipc,49977,7190
2184,PXD026629,20180904YLJ-VSV4h-02.ipc,35651,4065
2184,PXD026629,20180904YLJ-VSV4h-02.ipc,35723,4085
2184,PXD026629,20180904YLJ-VSV4h-02.ipc,58285,9763
2184,PXD026629,20180904YLJ-VSV4h-02.ipc,58535,9836
2184,PXD026629,20180904YLJ-VSV4h-02.ipc,58602,9856
3486,PXD026629,20180904YLJ-VSV4h-02.ipc,36807,4323
3486,PXD026629,20180904YLJ-VSV0h-03.ipc,67695,11476
3486,PXD026629,20180904YLJ-VSV0h-03.ipc,67946,11537
3486,PXD026629,20180904YLJ-VSV0h-03.ipc,67962,11542
3486,PXD026629,20180904YLJ-VSV0h-03.ipc,68057,11562
2225,PXD026629,20180904YLJ-VSV4h-02.ipc,37508,4488
2225,PXD026629,20180904YLJ-VSV4h-02.ipc,56608,9151
2225,PXD026629,20180904YLJ-VSV4h-02.ipc,75834,13192
2225,PXD026629,20180904YLJ-VSV0h-03.ipc,37937,3955
2225,PXD026629,20180904YLJ-VSV0h-03.ipc,38748,4160
2029,PXD026629,20180904YLJ-VSV4h-02.ipc,37559,4499
2029,PXD026629,20180904YLJ-VSV4h-02.ipc,37623,4516
2029,PXD026629,20180904YLJ-VSV4h-02.ipc,43018,5798
2029,PXD026629,20180904YLJ-VSV4h-02.ipc,44661,6127
2029,PXD026629,20180904YLJ-VSV4h-02.ipc,44791,6149
2522,PXD026629,20180904YLJ-VSV4h-02.ipc,37575,4504
2522,PXD026629,20180904YLJ-VSV4h-02.ipc,49551,7091
2522,PXD026629,20180904YLJ-VSV4h-02.ipc,58466,9820
2522,PXD026629,20180904YLJ-VSV4h-02.ipc,63781,10979
2522,PXD026629,20180904YLJ-VSV4h-02.ipc,76298,13291
2004,PXD026629,20180904YLJ-VSV4h-02.ipc,38223,4630
2004,PXD026629,20180904YLJ-VSV4h-02.ipc,44534,6093
2004,PXD026629,20180904YLJ-VSV4h-02.ipc,49701,7132
2004,PXD026629,20180904YLJ-VSV4h-02.ipc,49766,7142
2004,PXD026629,20180904YLJ-VSV4h-02.ipc,49772,7145
3818,PXD026629,20180904YLJ-VSV4h-02.ipc,38562,4696
3818,PXD026629,20180904YLJ-VSV4h-02.ipc,55552,8781
3818,PXD026629,YangLuJie-LPS4h-2.ipc,75687,11060
3818,PXD026629,20180904YLJ-VSV6h-01.ipc,49813,7040
3818,PXD026629,20180831YLJ-H0h-01.ipc,55899,8750
3617,PXD026629,20180904YLJ-VSV4h-02.ipc,40160,5088
3617,PXD026629,YangLuJie-M0-3.ipc,74341,13668
3617,PXD026629,20180904YLJ-VSV4h-03.ipc,41098,5312
3617,PXD026629,YangLuJie-M0-1.ipc,78106,14516
3617,PXD026629,20180904YLJ-VSV0h-01.ipc,50572,7240
3049,PXD026629,20180904YLJ-VSV4h-02.ipc,40182,5096
3049,PXD026629,20180904YLJ-VSV4h-02.ipc,44872,6167
3049,PXD026629,20180904YLJ-VSV4h-02.ipc,53029,7866
3049,PXD026629,20180904YLJ-VSV4h-02.ipc,60341,10226
3049,PXD026629,20180904YLJ-VSV4h-02.ipc,60411,10242
2337,PXD026629,20180904YLJ-VSV4h-02.ipc,40712,5249
2337,PXD026629,20180904YLJ-VSV4h-02.ipc,42502,5683
2337,PXD026629,20180904YLJ-VSV4h-02.ipc,55450,8743
2337,PXD026629,20180904YLJ-VSV4h-02.ipc,75821,13186
2337,PXD026629,20180904YLJ-VSV4h-02.ipc,77226,13520
1971,PXD026629,20180904YLJ-VSV4h-02.ipc,40922,5309
1971,PXD026629,20180904YLJ-VSV4h-02.ipc,47017,6581
1971,PXD026629,20180904YLJ-VSV4h-02.ipc,47780,6715
1971,PXD026629,20180904YLJ-VSV4h-02.ipc,48600,6877
1971,PXD026629,20180904YLJ-VSV0h-03.ipc,16484,322
2175,PXD026629,20180904YLJ-VSV4h-02.ipc,41047,5346
2175,PXD026629,20180904YLJ-VSV4h-02.ipc,41185,5379
2175,PXD026629,20180904YLJ-VSV4h-02.ipc,41188,5380
2175,PXD026629,20180904YLJ-VSV4h-02.ipc,41281,5405
2175,PXD026629,20180904YLJ-VSV4h-02.ipc,41629,5505
1502,PXD026629,20180904YLJ-VSV4h-02.ipc,41246,5397
1502,PXD026629,20180904YLJ-VSV4h-02.ipc,52189,7694
1502,PXD026629,20180904YLJ-VSV4h-02.ipc,57240,9397
1502,PXD026629,20180904YLJ-VSV4h-02.ipc,57865,9619
1502,PXD026629,20180904YLJ-VSV4h-02.ipc,61876,10612
2578,PXD026629,20180904YLJ-VSV4h-02.ipc,41405,5438
2578,PXD026629,20180904YLJ-VSV0h-03.ipc,42459,5115
2578,PXD026629,20180831YLJ-H6h-02.ipc,74649,12477
2578,PXD026629,YangLuJie-LPS4h-2.ipc,42697,4765
2578,PXD026629,20180831YLJ-H4h-02.ipc,64045,11244
2451,PXD026629,20180904YLJ-VSV4h-02.ipc,41416,5442
2451,PXD026629,20180831YLJ-H6h-02.ipc,75655,12700
2451,PXD026629,YangLuJie-LPS4h-2.ipc,77353,11482
2451,PXD026629,20180904YLJ-VSV6h-01.ipc,60880,10153
2451,PXD026629,20180904YLJ-VSV6h-01.ipc,62811,10661
2070,PXD026629,20180904YLJ-VSV4h-02.ipc,41439,5448
2070,PXD026629,20180904YLJ-VSV4h-02.ipc,41490,5466
2070,PXD026629,20180904YLJ-VSV4h-02.ipc,55878,8892
2070,PXD026629,20180904YLJ-VSV0h-03.ipc,55295,8250
2070,PXD026629,20180904YLJ-VSV0h-03.ipc,55305,8255
1867,PXD026629,20180904YLJ-VSV4h-02.ipc,41664,5511
1867,PXD026629,20180904YLJ-VSV4h-02.ipc,62631,10777
1867,PXD026629,20180904YLJ-VSV4h-02.ipc,73855,12688
1867,PXD026629,20180904YLJ-VSV4h-02.ipc,76529,13338
1867,PXD026629,20180904YLJ-VSV0h-03.ipc,52303,7222
1965,PXD026629,20180904YLJ-VSV4h-02.ipc,41787,5545
1965,PXD026629,20180904YLJ-VSV4h-02.ipc,41842,5560
1965,PXD026629,20180904YLJ-VSV4h-02.ipc,41876,5566
1965,PXD026629,20180904YLJ-VSV4h-02.ipc,49263,7033
1965,PXD026629,20180904YLJ-VSV0h-03.ipc,34734,3202
1762,PXD026629,20180904YLJ-VSV4h-02.ipc,41874,5565
1762,PXD026629,20180904YLJ-VSV4h-02.ipc,41885,5568
1762,PXD026629,20180904YLJ-VSV4h-02.ipc,41889,5570
1762,PXD026629,20180904YLJ-VSV4h-02.ipc,41953,5581
1762,PXD026629,20180904YLJ-VSV4h-02.ipc,41965,5585
3082,PXD026629,20180904YLJ-VSV4h-02.ipc,42264,5642
3082,PXD026629,20180904YLJ-VSV4h-02.ipc,52187,7693
3082,PXD026629,20180904YLJ-VSV4h-02.ipc,52400,7743
3082,PXD026629,20180904YLJ-VSV4h-02.ipc,73596,12641
3082,PXD026629,20180904YLJ-VSV4h-02.ipc,78422,13725
2320,PXD026629,20180904YLJ-VSV4h-02.ipc,42670,5715
2320,PXD026629,20180904YLJ-VSV4h-02.ipc,56380,9073
2320,PXD026629,20180904YLJ-VSV0h-03.ipc,57260,9012
2320,PXD026629,20180831YLJ-H6h-01.ipc,43434,5394
2320,PXD026629,20180831YLJ-H6h-01.ipc,43455,5401
2232,PXD026629,20180904YLJ-VSV4h-02.ipc,42930,5775
2232,PXD026629,20180904YLJ-VSV4h-02.ipc,56724,9203
2232,PXD026629,20180904YLJ-VSV4h-02.ipc,56807,9239
2232,PXD026629,20180904YLJ-VSV0h-03.ipc,54041,7758
2232,PXD026629,20180904YLJ-VSV0h-03.ipc,55704,8412
1850,PXD026629,20180904YLJ-VSV4h-02.ipc,43247,5841
1850,PXD026629,20180904YLJ-VSV4h-02.ipc,50045,7206
1850,PXD026629,20180904YLJ-VSV4h-02.ipc,54307,8307
1850,PXD026629,20180904YLJ-VSV4h-02.ipc,57182,9378
1850,PXD026629,20180904YLJ-VSV4h-02.ipc,57431,9464
3562,PXD026629,20180904YLJ-VSV4h-02.ipc,43728,5912
3562,PXD026629,20180904YLJ-VSV0h-03.ipc,72683,12557
3562,PXD026629,20180831YLJ-H6h-01.ipc,77447,13045
3562,PXD026629,20180831YLJ-H6h-02.ipc,55314,7632
3562,PXD026629,YangLuJie-LPS4h-2.ipc,75696,11064
2549,PXD026629,20180904YLJ-VSV4h-02.ipc,44037,5990
2549,PXD026629,20180904YLJ-VSV0h-03.ipc,49442,6535
2549,PXD026629,20180904YLJ-VSV0h-03.ipc,74281,12918
2549,PXD026629,20180831YLJ-H6h-02.ipc,75660,12702
2549,PXD026629,20180831YLJ-H6h-02.ipc,76328,12900
2346,PXD026629,20180904YLJ-VSV4h-02.ipc,44157,6018
2346,PXD026629,20180904YLJ-VSV4h-02.ipc,57852,9612
2346,PXD026629,20180904YLJ-VSV0h-03.ipc,44847,5594
2346,PXD026629,20180904YLJ-VSV0h-03.ipc,45266,5675
2346,PXD026629,20180904YLJ-VSV0h-03.ipc,45294,5682
2371,PXD026629,20180904YLJ-VSV4h-02.ipc,45728,6328
2371,PXD026629,20180904YLJ-VSV4h-02.ipc,61055,10412
2371,PXD026629,20180904YLJ-VSV4h-02.ipc,77073,13480
2371,PXD026629,20180904YLJ-VSV0h-03.ipc,54524,7952
2371,PXD026629,20180904YLJ-VSV0h-03.ipc,77173,13724
2590,PXD026629,20180904YLJ-VSV4h-02.ipc,46651,6509
2590,PXD026629,20180904YLJ-VSV4h-02.ipc,50899,7440
2590,PXD026629,20180904YLJ-VSV4h-02.ipc,65365,11236
2590,PXD026629,20180904YLJ-VSV4h-02.ipc,65740,11291
2590,PXD026629,20180904YLJ-VSV4h-02.ipc,65824,11304
2360,PXD026629,20180904YLJ-VSV4h-02.ipc,46880,6557
2360,PXD026629,20180904YLJ-VSV4h-02.ipc,56003,8943
2360,PXD026629,20180904YLJ-VSV4h-02.ipc,57456,9473
2360,PXD026629,20180904YLJ-VSV4h-02.ipc,76140,13257
2360,PXD026629,20180904YLJ-VSV4h-02.ipc,79524,13805
2231,PXD026629,20180904YLJ-VSV4h-02.ipc,47190,6614
2231,PXD026629,20180904YLJ-VSV4h-02.ipc,51498,7554
2231,PXD026629,20180904YLJ-VSV4h-02.ipc,52562,7777
2231,PXD026629,20180904YLJ-VSV4h-02.ipc,52643,7793
2231,PXD026629,20180904YLJ-VSV4h-02.ipc,52712,7805
1924,PXD026629,20180904YLJ-VSV4h-02.ipc,47543,6665
1924,PXD026629,20180904YLJ-VSV4h-02.ipc,48083,6773
1924,PXD026629,20180904YLJ-VSV4h-02.ipc,60673,10318
1924,PXD026629,20180904YLJ-VSV4h-02.ipc,70488,12066
1924,PXD026629,20180904YLJ-VSV0h-03.ipc,48061,6224
3123,PXD026629,20180904YLJ-VSV4h-02.ipc,47634,6686
3123,PXD026629,20180904YLJ-VSV4h-02.ipc,60134,10189
3123,PXD026629,20180904YLJ-VSV4h-02.ipc,60322,10221
3123,PXD026629,20180904YLJ-VSV4h-02.ipc,61414,10504
3123,PXD026629,20180904YLJ-VSV4h-02.ipc,62553,10766
2086,PXD026629,20180904YLJ-VSV4h-02.ipc,47646,6689
2086,PXD026629,20180904YLJ-VSV4h-02.ipc,47741,6705
2086,PXD026629,20180904YLJ-VSV4h-02.ipc,47818,6722
2086,PXD026629,20180904YLJ-VSV4h-02.ipc,52581,7781
2086,PXD026629,20180904YLJ-VSV4h-02.ipc,66672,11454
2994,PXD026629,20180904YLJ-VSV4h-02.ipc,48472,6853
2994,PXD026629,20180904YLJ-VSV4h-02.ipc,51260,7521
2994,PXD026629,20180904YLJ-VSV4h-02.ipc,53240,7925
2994,PXD026629,20180904YLJ-VSV4h-02.ipc,53318,7950
2994,PXD026629,20180904YLJ-VSV4h-02.ipc,54244,8290
2830,PXD026629,20180904YLJ-VSV4h-02.ipc,48958,6973
2830,PXD026629,20180904YLJ-VSV4h-02.ipc,54163,8256
2830,PXD026629,20180904YLJ-VSV4h-02.ipc,57241,9398
2830,PXD026629,20180904YLJ-VSV4h-02.ipc,59585,10072
2830,PXD026629,20180904YLJ-VSV4h-02.ipc,60467,10256
2303,PXD026629,20180904YLJ-VSV4h-02.ipc,49653,7124
2303,PXD026629,20180904YLJ-VSV4h-02.ipc,52620,7789
2303,PXD026629,20180904YLJ-VSV4h-02.ipc,53292,7942
2303,PXD026629,20180904YLJ-VSV4h-02.ipc,53360,7967
2303,PXD026629,20180904YLJ-VSV4h-02.ipc,53728,8089
2506,PXD026629,20180904YLJ-VSV4h-02.ipc,49726,7139
2506,PXD026629,20180904YLJ-VSV4h-02.ipc,77823,13622
2506,PXD026629,20180904YLJ-VSV4h-02.ipc,78416,13723
2506,PXD026629,20180904YLJ-VSV4h-02.ipc,79556,13810
2506,PXD026629,20180904YLJ-VSV0h-03.ipc,73980,12816
3348,PXD026629,20180904YLJ-VSV4h-02.ipc,50040,7204
3348,PXD026629,20180904YLJ-VSV0h-03.ipc,50320,6742
3348,PXD026629,20180831YLJ-H6h-01.ipc,32715,2980
3348,PXD026629,20180831YLJ-H6h-01.ipc,75165,12488
3348,PXD026629,20180904YLJ-VSV6h-01.ipc,51515,7398
4142,PXD026629,20180904YLJ-VSV4h-02.ipc,50171,7242
4142,PXD026629,20180831YLJ-H0h-01.ipc,72565,12512
4142,PXD026629,20180904YLJ-VSV4h-03.ipc,49976,7156
4142,PXD026629,20180904YLJ-VSV6h-02.ipc,49885,7150
4142,PXD026629,20180831YLJ-H0h-03.ipc,65755,10935
2133,PXD026629,20180904YLJ-VSV4h-02.ipc,50262,7261
2133,PXD026629,20180904YLJ-VSV4h-02.ipc,54389,8339
2133,PXD026629,20180904YLJ-VSV4h-02.ipc,54463,8366
2133,PXD026629,20180904YLJ-VSV4h-02.ipc,54628,8427
2133,PXD026629,20180904YLJ-VSV4h-02.ipc,54694,8447
3631,PXD026629,20180904YLJ-VSV4h-02.ipc,50588,7339
3631,PXD026629,20180904YLJ-VSV4h-02.ipc,50633,7358
3631,PXD026629,20180904YLJ-VSV4h-02.ipc,50720,7390
3631,PXD026629,20180904YLJ-VSV0h-03.ipc,50738,6858
3631,PXD026629,20180904YLJ-VSV0h-03.ipc,50827,6880
2992,PXD026629,20180904YLJ-VSV4h-02.ipc,51420,7541
2992,PXD026629,20180904YLJ-VSV4h-02.ipc,58019,9672
2992,PXD026629,20180904YLJ-VSV4h-02.ipc,59632,10083
2992,PXD026629,20180904YLJ-VSV4h-02.ipc,59731,10100
2992,PXD026629,20180904YLJ-VSV4h-02.ipc,75951,13214
2272,PXD026629,20180904YLJ-VSV4h-02.ipc,51447,7543
2272,PXD026629,20180904YLJ-VSV4h-02.ipc,51633,7577
2272,PXD026629,20180904YLJ-VSV4h-02.ipc,51840,7612
2272,PXD026629,20180904YLJ-VSV4h-02.ipc,52099,7669
2272,PXD026629,20180904YLJ-VSV4h-02.ipc,53183,7911
2435,PXD026629,20180904YLJ-VSV4h-02.ipc,51619,7571
2435,PXD026629,20180904YLJ-VSV4h-02.ipc,74216,12788
2435,PXD026629,20180904YLJ-VSV4h-02.ipc,78353,13707
2435,PXD026629,20180904YLJ-VSV0h-03.ipc,51865,7118
2435,PXD026629,20180904YLJ-VSV0h-03.ipc,51891,7123
2069,PXD026629,20180904YLJ-VSV4h-02.ipc,51812,7607
2069,PXD026629,20180904YLJ-VSV4h-02.ipc,55640,8815
2069,PXD026629,20180904YLJ-VSV4h-02.ipc,56065,8972
2069,PXD026629,20180904YLJ-VSV4h-02.ipc,58348,9786
2069,PXD026629,20180904YLJ-VSV4h-02.ipc,76486,13325
3269,PXD026629,20180904YLJ-VSV4h-02.ipc,52124,7678
3269,PXD026629,20180904YLJ-VSV0h-03.ipc,64728,10872
3269,PXD026629,20180831YLJ-H6h-01.ipc,70561,11399
3269,PXD026629,20180831YLJ-H6h-01.ipc,75928,12656
3269,PXD026629,20180831YLJ-H6h-02.ipc,51851,6966
3267,PXD026629,20180904YLJ-VSV4h-02.ipc,52167,7688
3267,PXD026629,20180904YLJ-VSV4h-02.ipc,52522,7770
3267,PXD026629,20180904YLJ-VSV4h-02.ipc,57149,9365
3267,PXD026629,20180904YLJ-VSV0h-03.ipc,51912,7128
3267,PXD026629,20180904YLJ-VSV0h-03.ipc,52298,7219
2596,PXD026629,20180904YLJ-VSV4h-02.ipc,52244,7703
2596,PXD026629,20180904YLJ-VSV4h-02.ipc,52488,7765
2596,PXD026629,20180904YLJ-VSV0h-03.ipc,51025,6946
2596,PXD026629,20180904YLJ-VSV0h-03.ipc,51694,7093
2596,PXD026629,20180904YLJ-VSV0h-03.ipc,51731,7103
2377,PXD026629,20180904YLJ-VSV4h-02.ipc,52386,7738
2377,PXD026629,20180904YLJ-VSV4h-02.ipc,53200,7919
2377,PXD026629,20180904YLJ-VSV4h-02.ipc,55039,8584
2377,PXD026629,20180904YLJ-VSV4h-02.ipc,55260,8675
2377,PXD026629,20180904YLJ-VSV4h-02.ipc,66951,11521
2975,PXD026629,20180904YLJ-VSV4h-02.ipc,52469,7759
2975,PXD026629,20180904YLJ-VSV4h-02.ipc,59015,9965
2975,PXD026629,20180904YLJ-VSV4h-02.ipc,74540,12890
2975,PXD026629,20180904YLJ-VSV4h-02.ipc,74593,12901
2975,PXD026629,20180904YLJ-VSV4h-02.ipc,76074,13240
2143,PXD026629,20180904YLJ-VSV4h-02.ipc,52669,7796
2143,PXD026629,20180904YLJ-VSV4h-02.ipc,53607,8047
2143,PXD026629,20180904YLJ-VSV4h-02.ipc,54076,8223
2143,PXD026629,20180904YLJ-VSV4h-02.ipc,79692,13830
2143,PXD026629,20180904YLJ-VSV0h-03.ipc,22756,1118
2215,PXD026629,20180904YLJ-VSV4h-02.ipc,52893,7839
2215,PXD026629,20180904YLJ-VSV4h-02.ipc,53914,8160
2215,PXD026629,20180904YLJ-VSV4h-02.ipc,67321,11592
2215,PXD026629,20180904YLJ-VSV4h-02.ipc,76373,13309
2215,PXD026629,20180904YLJ-VSV4h-02.ipc,76418,13314
2742,PXD026629,20180904YLJ-VSV4h-02.ipc,53193,7916
2742,PXD026629,20180904YLJ-VSV4h-02.ipc,74516,12882
2742,PXD026629,20180904YLJ-VSV4h-02.ipc,74716,12936
2742,PXD026629,20180904YLJ-VSV4h-02.ipc,75025,13006
2742,PXD026629,20180904YLJ-VSV4h-02.ipc,78421,13724
2547,PXD026629,20180904YLJ-VSV4h-02.ipc,53263,7931
2547,PXD026629,20180904YLJ-VSV4h-02.ipc,76838,13407
2547,PXD026629,20180904YLJ-VSV0h-03.ipc,77075,13696
2547,PXD026629,20180831YLJ-H6h-01.ipc,76587,12827
2547,PXD026629,20180831YLJ-H6h-01.ipc,76684,12864
3340,PXD026629,20180904YLJ-VSV4h-02.ipc,53304,7945
3340,PXD026629,20180904YLJ-VSV4h-02.ipc,58159,9718
3340,PXD026629,20180831YLJ-H6h-01.ipc,56139,8029
3340,PXD026629,20180831YLJ-H6h-02.ipc,69732,11260
3340,PXD026629,20180831YLJ-H6h-02.ipc,72092,11853
3343,PXD026629,20180904YLJ-VSV4h-02.ipc,53372,7970
3343,PXD026629,20180904YLJ-VSV0h-03.ipc,53969,7724
3343,PXD026629,20180904YLJ-VSV0h-03.ipc,56148,8596
3343,PXD026629,20180831YLJ-H6h-01.ipc,73925,12172
3343,PXD026629,20180831YLJ-H6h-01.ipc,74056,12220
3521,PXD026629,20180904YLJ-VSV4h-02.ipc,53388,7977
3521,PXD026629,20180904YLJ-VSV4h-02.ipc,54826,8504
3521,PXD026629,20180904YLJ-VSV4h-02.ipc,56788,9230
3521,PXD026629,20180904YLJ-VSV4h-02.ipc,61289,10471
3521,PXD026629,YangLuJie-LPS4h-2.ipc,71308,9976
3010,PXD026629,20180904YLJ-VSV4h-02.ipc,53413,7986
3010,PXD026629,20180904YLJ-VSV4h-02.ipc,56183,9016
3010,PXD026629,20180904YLJ-VSV4h-02.ipc,56917,9285
3010,PXD026629,20180904YLJ-VSV4h-02.ipc,57476,9481
3010,PXD026629,20180904YLJ-VSV4h-02.ipc,61320,10476
1810,PXD026629,20180904YLJ-VSV4h-02.ipc,53599,8041
1810,PXD026629,20180904YLJ-VSV4h-02.ipc,57177,9376
1810,PXD026629,20180904YLJ-VSV4h-02.ipc,71378,12207
1810,PXD026629,20180904YLJ-VSV4h-02.ipc,72205,12396
1810,PXD026629,20180904YLJ-VSV4h-02.ipc,72290,12422
2216,PXD026629,20180904YLJ-VSV4h-02.ipc,53639,8061
2216,PXD026629,20180904YLJ-VSV0h-03.ipc,53803,7663
2216,PXD026629,20180904YLJ-VSV6h-01.ipc,31317,3087
2216,PXD026629,YangLuJie-LPS8h-2.ipc,33451,3385
2216,PXD026629,YangLuJie-LPS8h-2.ipc,34864,3630
3178,PXD026629,20180904YLJ-VSV4h-02.ipc,54074,8222
3178,PXD026629,20180904YLJ-VSV4h-02.ipc,77572,13576
3178,PXD026629,20180904YLJ-VSV4h-02.ipc,78438,13728
3178,PXD026629,20180904YLJ-VSV0h-03.ipc,53302,7502
3178,PXD026629,20180831YLJ-H6h-01.ipc,71374,11598
2695,PXD026629,20180904YLJ-VSV4h-02.ipc,54204,8274
2695,PXD026629,20180904YLJ-VSV4h-02.ipc,54468,8369
2695,PXD026629,20180904YLJ-VSV0h-03.ipc,54398,7898
2695,PXD026629,20180904YLJ-VSV0h-03.ipc,63975,10715
2695,PXD026629,20180904YLJ-VSV0h-03.ipc,79998,14123
2013,PXD026629,20180904YLJ-VSV4h-02.ipc,54207,8275
2013,PXD026629,20180904YLJ-VSV4h-02.ipc,54458,8362
2013,PXD026629,20180904YLJ-VSV4h-02.ipc,54588,8406
2013,PXD026629,20180904YLJ-VSV4h-02.ipc,54697,8450
2013,PXD026629,20180904YLJ-VSV4h-02.ipc,54822,8502
3051,PXD026629,20180904YLJ-VSV4h-02.ipc,54230,8286
3051,PXD026629,20180904YLJ-VSV4h-02.ipc,74613,12908
3051,PXD026629,20180904YLJ-VSV0h-03.ipc,53572,7581
3051,PXD026629,20180831YLJ-H6h-02.ipc,56109,7847
3051,PXD026629,20180904YLJ-VSV4h-03.ipc,54750,8351
2321,PXD026629,20180904YLJ-VSV4h-02.ipc,54403,8344
2321,PXD026629,20180904YLJ-VSV4h-02.ipc,54950,8549
2321,PXD026629,20180904YLJ-VSV4h-02.ipc,55295,8688
2321,PXD026629,20180904YLJ-VSV4h-02.ipc,57079,9339
2321,PXD026629,20180904YLJ-VSV4h-02.ipc,60492,10264
2574,PXD026629,20180904YLJ-VSV4h-02.ipc,54419,8349
2574,PXD026629,20180904YLJ-VSV4h-02.ipc,54566,8397
2574,PXD026629,20180904YLJ-VSV4h-02.ipc,54657,8437
2574,PXD026629,20180904YLJ-VSV4h-02.ipc,71075,12154
2574,PXD026629,20180904YLJ-VSV4h-02.ipc,75292,13080
1851,PXD026629,20180904YLJ-VSV4h-02.ipc,54459,8363
1851,PXD026629,20180904YLJ-VSV4h-02.ipc,55154,8629
1851,PXD026629,20180904YLJ-VSV4h-02.ipc,68725,11807
1851,PXD026629,20180904YLJ-VSV4h-02.ipc,70417,12054
1851,PXD026629,20180904YLJ-VSV4h-02.ipc,70460,12059
2686,PXD026629,20180904YLJ-VSV4h-02.ipc,54961,8556
2686,PXD026629,20180904YLJ-VSV4h-02.ipc,55047,8589
2686,PXD026629,20180904YLJ-VSV4h-02.ipc,56614,9153
2686,PXD026629,20180904YLJ-VSV4h-02.ipc,57348,9435
2686,PXD026629,20180904YLJ-VSV0h-03.ipc,54901,8096
2540,PXD026629,20180904YLJ-VSV4h-02.ipc,55642,8816
2540,PXD026629,20180904YLJ-VSV4h-02.ipc,58624,9861
2540,PXD026629,20180904YLJ-VSV4h-02.ipc,64434,11109
2540,PXD026629,20180904YLJ-VSV4h-02.ipc,69694,11960
2540,PXD026629,20180904YLJ-VSV4h-02.ipc,77660,13595
3324,PXD026629,20180904YLJ-VSV4h-02.ipc,55952,8923
3324,PXD026629,20180904YLJ-VSV4h-02.ipc,77339,13540
3324,PXD026629,20180904YLJ-VSV0h-03.ipc,75988,13373
3324,PXD026629,20180831YLJ-H6h-02.ipc,54208,7393
3324,PXD026629,YangLuJie-LPS4h-2.ipc,70158,9775
2289,PXD026629,20180904YLJ-VSV4h-02.ipc,56079,8977
2289,PXD026629,YangLuJie-LPS4h-2.ipc,54989,7124
2289,PXD026629,20180904YLJ-VSV6h-01.ipc,57046,8765
2289,PXD026629,YangLuJie-LPS8h-2.ipc,57169,8586
2289,PXD026629,YangLuJie-LPS8h-2.ipc,75206,11976
2685,PXD026629,20180904YLJ-VSV4h-02.ipc,56118,8994
2685,PXD026629,20180904YLJ-VSV0h-03.ipc,58064,9290
2685,PXD026629,20180831YLJ-H6h-01.ipc,57433,8469
2685,PXD026629,20180831YLJ-H6h-02.ipc,55457,7673
2685,PXD026629,20180831YLJ-H6h-02.ipc,57291,8279
2330,PXD026629,20180904YLJ-VSV4h-02.ipc,56645,9168
2330,PXD026629,20180904YLJ-VSV4h-02.ipc,59601,10075
2330,PXD026629,20180904YLJ-VSV4h-02.ipc,60511,10269
2330,PXD026629,20180904YLJ-VSV4h-02.ipc,61099,10422
2330,PXD026629,20180904YLJ-VSV4h-02.ipc,61175,10444
2832,PXD026629,20180904YLJ-VSV4h-02.ipc,57355,9439
2832,PXD026629,20180904YLJ-VSV4h-02.ipc,57436,9465
2832,PXD026629,20180904YLJ-VSV4h-02.ipc,57530,9504
2832,PXD026629,20180904YLJ-VSV4h-02.ipc,58417,9808
2832,PXD026629,20180904YLJ-VSV0h-03.ipc,57494,9091
